RXN-13175	2.6.1.95
RXN-9481	1.14.14.116
RXN-19847	2.3.1.294
RXN-12363	2.3.1.268
RXN-10947	3.1.3.67
ACYLAMINOACYL-PEPTIDASE-RXN	3.4.19.1
RXN-17948	3.1.3.31
RXN-16560	2.3.1.155
RXN-18080	1.14.99.53
1.2.7.7-RXN	1.2.7.7
RXN-10050	3.1.1.81
1.2.1.67-RXN	1.2.1.67
RXN-21693	1.3.1.9
RXN-1443	2.8.2.24
LACCOA-RXN	2.8.3.1
LYSINE-6-DEHYDROGENASE-RXN	1.4.1.18
RXN0-5359	2.7.7.65
3.1.13.3-RXN	3.1.13.3
RXN-11627	2.4.1.212
RXN-20717	3.5.1.68
MALTOSE-PHOSPHORYLASE-RXN	2.4.1.8
RXN-12134	3.3.2.10
RXN-12074	4.1.3.17
RXN0-6998	2.1.1.266
GABATRANSAM-RXN	2.6.1.19
RXN0-6491	1.3.5.2
RXN-13216	1.14.14.13
3.2.1.98-RXN	3.2.1.98
RXN-10706	1.3.3.6
RXN-2541	2.5.1.115
RXN-11341	1.14.19.17
RXN0-2145	1.3.1.9
2.7.11.7-RXN	2.7.11.7
RXN-15202	2.4.1.319
2.4.1.101-RXN	2.4.1.101
DCMP-DEAMINASE-RXN	3.5.4.12
RXN-17871	2.3.1.258
3.4.23.25-RXN	3.4.23.25
R313-RXN	4.2.1.84
RXN-9723	1.3.1.77
4.2.1.43-RXN	4.2.1.43
RXN-14089	3.2.1.185
ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	2.6.1.44
FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN	4.1.2.22
ADENOSYLMETHIONINE-HYDROLASE-RXN	3.3.1.2
RXN-14803	2.3.1.16
CYSPH-RXN	2.5.1.48
RXN-21606	1.2.7.5
RXN-2301	2.6.1.55
RXN-15060	1.14.15.34
RXN-7694	1.1.1.1
L-GULONATE-3-DEHYDROGENASE-RXN	1.1.1.45
RXN-1404	3.5.5.1
RXN-8992	2.5.1.90
ALCOHOL-O-ACETYLTRANSFERASE-RXN	2.3.1.84
RXN-14054	1.1.1.320
3-OXO-5-BETA-STEROID-4-DEHYDROGENASE-RXN	1.3.99.6
RXN-15907	5.5.1.27
FATTY-ACID-O-METHYLTRANSFERASE-RXN	2.1.1.15
NICOTINATE-DEHYDROGENASE-RXN	1.17.2.1
RXN-10958	3.1.3.95
CHOLESTENONE-5-ALPHA-REDUCTASE-RXN	1.3.1.22
RXN-16570	2.4.1.335
RXN-15335	2.3.1.171
3.8.1.7-RXN	3.8.1.7
RXN-13149	2.4.1.301
RXN-12976	4.2.3.118
RXN-18457	2.8.1.15
RXN-9106	2.5.1.91
RXN-15276	2.4.1.38
RXN-18556	1.1.1.412
RXN-15306	2.1.1.303
3.4.24.15-RXN	3.4.24.15
2.4.1.206-RXN	2.4.1.206
RXN-11245	1.1.1.35
RXN-3585	2.3.1.115
RXN0-6555	1.16.1.9
RXN-14385	2.8.1.7
RXN-9497	1.14.14.117
SHIKIMATE-PQQ-RXN	1.1.5.8
RXN-11652	1.14.15.9
RXN-14946	4.2.1.152
RXN-15205	2.4.1.255
RXN0-2161	6.1.1.11
RXN-8090	1.2.3.9
RXN-18312	2.4.99.6
RXN-13959	2.3.1.215
RXN-14102	1.1.1.21
RXN0-7124	1.7.5.1
RXN-12772	2.1.1.235
3-NUCLEOTID-RXN	3.1.3.6
RXN-11834	5.4.99.20
1.1.4.1-RXN	1.17.4.4
RXN0-7192	6.3.4.15
RXN-7711	1.3.1.93
RXN-17786	1.1.1.35
1.1.1.285-RXN	1.1.1.285
ITACONYL-COA-HYDRATASE-RXN	4.2.1.56
RXN-11268	2.1.1.165
RXN1G-374	2.3.1.294
RXN-18017	2.4.1.53
15-OXOPROSTAGLANDIN-13-REDUCTASE-RXN	1.3.1.48
RXN-9648	2.3.1.41
RXN-8885	4.2.1.125
RXN-1442	2.4.1.195
RXN1F-775	2.4.1.115
ASPARTATE-N-ACETYLTRANSFERASE-RXN	2.3.1.17
RXN-20088	6.3.5.13
RXN-13868	1.10.3.15
STREPTOMYCIN-6-PHOSPHATASE-RXN	3.1.3.39
ISPH2-RXN	1.17.7.4
ADENYLYLSULFKIN-RXN	2.7.1.25
RXN-13037	2.3.1.181
2.3.1.177-RXN	2.3.1.177
ACETYL-COA-CARBOXYLTRANSFER-RXN	6.4.1.2
RXN-14354	2.4.1.25
TRANS-RXN0-573	7.6.2.10
MYO-INOSOSE-2-DEHYDRATASE-RXN	4.2.1.44
RXN-16634	2.4.1.184
3.4.24.6-RXN	3.4.24.6
RXN-14003	3.6.1.64
2.4.1.217-RXN	2.4.1.217
ZEATIN-O-BETA-D-XYLOSYLTRANSFERASE-RXN	2.4.2.40
RXN-16937	2.5.1.129
5.4.99.15-RXN	5.4.99.15
GUANIDINOPROPIONASE-RXN	3.5.3.17
BUTYRYL-COA-DEHYDROGENASE-RXN	1.3.8.1
RXN-13190	1.14.14.86
RXN-19995	2.5.1.60
1.3.1.29-RXN	1.3.1.29
RXN-8528	5.5.1.14
RXN-17832	3.4.21.4
RXN-14634	3.2.1.186
RXN-18477	5.1.3.40
RXN-8527	1.2.1.85
RXN0-748	1.17.4.1
3.2.1.18-RXN	3.2.1.18
LINB1-RXN	3.8.1.5
RXN-14535	1.3.1.102
ACYLGLYCERONE-PHOSPHATE-REDUCTASE-RXN	1.1.1.101
RXN-8152	1.14.11.32
RXN-8382	2.5.1.139
RXN-18738	1.14.11.33
RXN-3562	1.3.1.45
3.4.15.6-RXN	3.4.15.6
3.4.21.96-RXN	3.4.21.96
RXN-12979	2.7.1.176
RXN-19394	1.14.13.8
RXN-17664	1.14.18.3
RXN-21235	1.14.11.54
RXN-9988	2.5.1.57
2.7.8.17-RXN	2.7.8.17
MUCONOLACTONE-DELTA-ISOMERASE-RXN	5.3.3.4
RXN-5061	1.5.7.1
OHMETHYLBILANESYN-RXN	2.5.1.61
CYCLOMALTODEXTRINASE-RXN	3.2.1.54
SAMDECARB-RXN	4.1.1.50
TAU-PROTEIN-KINASE-RXN	2.7.11.26
RXN-11067	1.4.3.4
GLUTATHIONE-OXIDASE-RXN	1.8.3.3
THIOREDOXIN-REDUCT-NADPH-RXN	1.8.1.9
RXN-17352	1.11.1.7
RXN-16044	2.3.1.23
RXN-8098	2.1.1.248
RXN-21489	1.1.1.64
RXN-8327	1.14.19.22
RXN-11624	1.13.12.20
RXN0-361	3.2.2.3
1.13.11.55-RXN	1.13.11.55
2.3.1.176-RXN	2.3.1.176
ASPARTATE--TRNA-LIGASE-RXN	6.1.1.12
URITRANS-RXN	2.7.7.59
RXN-12420	3.2.1.176
RXN0-7001	3.5.1.105
RXN-21482	1.3.5.3
RXN-14696	1.14.99.48
RXN-21777	6.2.1.2
RXN-16820	2.8.1.13
RXN-12430	3.1.1.32
RXN-16129	1.1.1.330
3.4.24.29-RXN	3.4.24.29
RXN-8684	1.23.1.4
3.4.22.35-RXN	3.4.22.35
RXN-9652	2.3.1.41
RXN-12411	1.3.99.26
1.8.98.1-RXN	1.8.98.1
TRYPTOPHAN-2-MONOOXYGENASE-RXN	1.13.12.3
RIBOFLAVINSYNREDUC-RXN	1.1.1.193
RXN-8093	1.2.3.1
RXN-12759	1.13.11.61
HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN	1.2.1.64
RXN-14714	5.3.3.21
RXN-14416	1.14.19.71
RXN-12493	4.2.3.82
RXN-8228	2.4.1.298
RXN0-6550	3.2.2.9
RXN-3542	2.1.1.46
3.1.3.68-RXN	3.1.3.68
6-PHOSPHOFRUCTO-2-KINASE-RXN	2.7.1.105
3.4.24.61-RXN	3.4.24.61
STREPTOMYCIN-6-KINASE-RXN	2.7.1.72
RXN-4882	4.2.3.33
RXN-16001	1.1.1.381
RXN-8095	2.1.1.90
3.6.3.38-RXN	7.6.2.12
RXN-20233	2.3.1.26
RXN-10657	1.3.1.9
RXN0-6941	1.16.1.9
RXN-10701	2.3.1.16
RXN-10841	1.1.1.300
3.4.21.38-RXN	3.4.21.38
DNA-DIRECTED-DNA-POLYMERASE-RXN	2.7.7.7
RXN-10060	2.3.1.86
3.4.21.27-RXN	3.4.21.27
RXN-13750	1.5.1.45
RXN-11241	2.1.1.165
RFFTRANS-RXN	2.6.1.59
R223-RXN	6.2.1.3
RETINAL-DEHYDROGENASE-RXN	1.2.1.36
RXN-12479	2.1.1.225
3.2.1.35-RXN	3.2.1.35
RXN-19396	2.3.1.273
ALLIIN-LYASE-RXN	4.4.1.4
D-IDITOL-2-DEHYDROGENASE-RXN	1.1.1.15
RXN-17743	1.2.1.84
RXN-21510	2.5.1.87
1.14.13.61-RXN	1.14.13.61
ACETYLSEROTONIN-O-METHYLTRANSFERASE-RXN	2.1.1.4
RXN-8890	4.2.1.120
RXN-17111	1.3.1.93
IPPISOM-RXN	5.3.3.2
RXN-19392	1.14.13.8
RXN-18624	2.3.1.107
RXN-13947	1.12.1.5
RXN-2208	2.4.1.195
RXN-21677	4.2.1.59
RXN-12968	1.1.1.330
NADH-KINASE-RXN	2.7.1.86
RXN-11430	3.4.19.16
RXN-17789	4.2.1.17
RXN-11699	3.4.24.81
RXN-8760	2.1.1.151
RXN-9983	5.3.2.8
RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN	3.2.2.8
RXN-9281	2.1.1.114
2.4.1.145-RXN	2.4.1.145
COBALAMINSYN-RXN	2.7.8.26
RXN0-6980	3.4.13.18
RXN-8308	1.14.19.23
RXN-18402	1.8.5.7
RXN-13692	3.2.1.149
2.5.1.20-RXN	2.5.1.20
RXN-8330	1.14.19.22
VIOMYCIN-KINASE-RXN	2.7.1.103
RXN-10125	1.14.13.7
TRANS-RXN-194	7.2.2.10
R15-RXN	2.6.1.88
RXN-12392	2.4.1.1
RXN66-321	1.3.1.72
RXN-18176	3.4.19.16
RXN-21815	1.7.5.1
3.4.22.6-RXN	3.4.22.6
RXN-9442	1.14.13.105
RXNQT-4325	2.4.1.195
RXN-6701	1.11.1.17
RXN-14927	2.1.1.293
1.1.1.8-RXN	1.1.1.8
3.4.23.15-RXN	3.4.23.15
2.1.1.5-RXN	2.1.1.5
RXN-13144	2.2.1.11
RXN-17877	3.4.11.18
RXN-21620	1.3.1.9
SUCCINATE--COA-LIGASE-GDP-FORMING-RXN	6.2.1.4
RXN-14073	3.1.4.46
RXN-16553	1.2.1.84
SERINE-C-PALMITOYLTRANSFERASE-RXN	2.3.1.50
3.1.1.75-RXN	3.1.1.75
RXN-17954	2.7.8.37
FUCULOKIN-RXN	2.7.1.51
1.13.11.48-RXN	1.13.11.48
RXN-18735	1.14.14.52
RXN-17609	4.2.1.84
DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN	4.4.1.3
RXN-8550	4.2.3.38
RXN-13215	6.2.1.39
3.4.24.33-RXN	3.4.24.33
RXN-20169	1.3.3.8
TANNASE-RXN	3.1.1.20
RXN-8429	4.2.3.55
R229-RXN	3.1.3.71
RXN-15776	3.1.1.97
RXN-10	6.3.4.5
RXN-18147	3.2.1.205
RXN-13198	1.1.1.1
RXN-18511	2.7.7.2
TRIPHOSPHATASE-RXN	3.6.1.25
RXN-14531	2.8.4.5
1.14.12.18-RXN	1.14.12.18
RXN-8706	3.4.21.114
RXN-13996	3.5.4.34
RXN-8311	1.14.19.35
3.2.1.49-RXN	3.2.1.49
RXN-11110	2.4.1.248
GANGLIOSIDE-GALACTOSYLTRANSFERASE-RXN	2.4.1.62
RXN-12866	3.4.24.32
3.2.1.143-RXN	3.2.1.143
NICOTINAMIDE-N-METHYLTRANSFERASE-RXN	2.1.1.1
LTARTDEHYDRA-RXN	4.2.1.32
RXN-9192	2.3.1.84
RXN-14919	2.1.1.95
GLUCOSAMINEPNACETYLTRANS-RXN	2.3.1.4
RXN-1106	1.2.1.44
QUERCETIN-3-O-METHYLTRANSFERASE-RXN	2.1.1.76
MALATE-DEHYDROGENASE-ACCEPTOR-RXN	1.1.5.4
RXN0-962	2.7.1.218
RXN-8016	3.5.4.45
LIPIDXSYNTHESIS-RXN	3.6.1.54
RXN-14525	3.1.3.34
RXN-7843	2.3.1.153
GLYCERATE-DEHYDROGENASE-RXN	1.1.1.29
1.3.99.5-RXN	1.3.1.22
RXN-8599	4.2.3.125
RXN-7082	3.2.1.182
3.4.11.10-RXN	3.4.11.10
RXN-17890	2.3.2.8
RXN1G-557	2.3.1.294
RXN-19306	2.4.2.21
RXN1G-840	2.3.1.293
6-BETA-HYDROXYHYOSCYAMINE-EPOXIDASE-RXN	1.14.20.13
RXN-8	2.6.1.113
RXN-18234	2.4.1.69
RXN-17771	5.1.3.38
UBIQUITIN--PROTEIN-LIGASE-RXN	6.2.1.45
RXN-14244	1.14.11.56
RXN66-596	1.14.14.1
MALTODEXGLUCOSID-RXN	3.2.1.20
RXN-11602	2.1.1.191
RXN-18299	2.4.99.4
3.4.14.11-RXN	3.4.14.11
GLUC1PADENYLTRANS-RXN	2.7.7.27
GSAAMINOTRANS-RXN	5.4.3.8
RXN-20442	1.1.1.270
RXN-17001	2.7.1.147
RXN-14835	2.3.1.232
RXN-11182	3.2.1.147
RXN-14998	3.4.21.121
TRANS-RXN-314	7.5.2.4
GDPREDUCT-RXN	1.17.4.1
RXN-8340	4.1.99.22
RXN-20897	4.1.99.3
RXN0-1382	2.8.3.16
RXN66-512	1.13.11.34
RXN-12460	3.1.1.29
RXN0-1147	2.3.1.61
RXN-16712	5.1.3.35
RXN-17203	2.8.2.11
PHOSPHOENOLPYRUVATE-PHOSPHATASE-RXN	3.1.3.60
RXN-19129	1.11.1.7
RXN-17524	1.3.1.44
ACETYLHOMOSER-CYS-RXN	2.5.1.49
3.1.30.1-RXN	3.1.30.1
DGTPTRIPHYDRO-RXN	3.1.5.1
HOMOSERKIN-RXN	2.7.1.39
RXN-9780	3.2.2.26
3.1.6.4-RXN	3.1.6.4
BETA-CYCLOPIAZONATE-DEHYDROGENASE-RXN	1.21.99.1
RXN-21339	4.2.1.106
RXN1G-445	2.3.1.41
RXN-14207	2.7.1.40
ISOCHORMAT-RXN	3.3.2.1
1.2.99.7-RXN	1.2.99.7
SERINE-O-ACETTRAN-RXN	2.3.1.30
RXN-3701	2.5.1.59
RXN-17573	2.5.1.58
RXN-10673	2.4.1.276
RXN0-5182	2.4.1.1
RXN-3481	2.1.1.150
RXN-12228	2.1.1.209
RXN-7569	2.1.1.329
RXN-13400	1.14.15.32
1.5.1.24-RXN	1.5.1.24
RXN0-5330-YEAST	1.6.5.9
RXN-4961	4.2.1.129
RXN-7652	1.14.14.82
RXN-15344	5.1.3.11
2.3.1.168-RXN	2.3.1.168
RXN-18931	3.2.1.113
RXN-8668	1.8.4.11
RXN-19913	1.2.1.30
RXN-18785	4.2.3.158
1.1.1.250-RXN	1.1.1.250
RXN-13671	1.2.1.10
RXN-16904	2.4.99.21
1.3.1.20-RXN	1.3.1.20
RXN-8971	1.14.14.150
RXN0-6733	3.6.1.63
BETA-PHOSPHOGLUCOMUTASE-RXN	5.4.2.6
RXN-14187	3.6.1.6
1.5.99.12-RXN	1.5.99.12
RXN-12003	2.7.1.172
RXN0-6957	3.6.1.56
RXN-14519	2.1.1.282
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	1.13.11.27
CHOLOYLGLYCINE-HYDROLASE-RXN	3.5.1.24
RXN-11781	6.3.2.36
RXN-15698	2.5.1.126
2.7.13.3-RXN	2.7.13.3
RXN-21335	2.8.3.25
RXN-15710	5.4.99.62
RXN-11689	1.1.1.310
3.6.1.24-RXN	3.6.1.24
RXN-18739	1.14.11.33
RXN-13725	2.1.1.9
UREIDOGLYCOLATE-HYDROLASE-RXN	3.5.1.116
RXN-19024	4.3.2.7
FUCPALDOL-RXN	4.1.2.17
RXN-20914	2.3.1.251
RXN-9537	4.2.1.59
RXN-14844	5.5.1.23
RXN-8729	2.8.2.14
3.2.1.162-RXN	3.2.1.162
1.14.13.37-RXN	1.14.14.97
RXN-22	4.3.2.1
GLYOXI-RXN	4.4.1.5
RXN-16317	2.7.12.2
RXN-18572	6.1.3.1
RXN66-476	1.2.1.3
RXN-18178	2.4.1.195
3.2.1.164-RXN	3.2.1.164
LEUKOTRIENE-C4-SYNTHASE-RXN	4.4.1.20
RXN-12356	3.1.4.56
RXN-13956	2.1.1.267
RXN0-947	2.3.1.181
ALKAN-1-OL-DEHYDROGENASE-ACCEPTOR-RXN	1.1.99.20
RXN-17335	1.14.13.222
ARACHIDONATE-12-LIPOXYGENASE-RXN	1.13.11.31
RXN-10917	1.2.1.3
RXN-8452	2.1.1.267
KETOGLUTREDUCT-RXN	1.1.1.399
RXN-8568	1.3.1.95
RXN-7922	1.14.11.9
RXN-15310	1.13.11.78
RXN-19318	2.7.8.26
RXN-13610	3.2.1.119
2.6.1.40-RXN	2.6.1.40
HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN	1.1.1.88
KDUD-RXN	1.1.1.125
RXN-14024	3.6.1.5
RXN-9777	7.2.4.1
TRANS-RXN-156	2.7.1.197
RXN-20341	1.1.1.330
D-XYLULOSE-REDUCTASE-RXN	1.1.1.9
METHANOL-OXIDASE-RXN	1.1.3.13
GLYCOLATE-REDUCTASE-RXN	1.1.1.26
RXN-11696	1.3.1.74
RXN-15889	2.7.8.7
RXN-12323	3.4.11.25
RXN-8295	1.14.19.35
RXN-19962	2.3.2.33
RXN-13163	4.2.1.33
RXN1F-148	5.5.1.19
RXN-13194	1.14.13.106
RXN-17734	3.1.4.3
3.5.99.5-RXN	3.5.99.5
TRIOSEPISOMERIZATION-RXN	5.3.1.1
RXN-12477	2.1.1.225
MEVALONATE-KINASE-RXN	2.7.1.36
TRANS-RXN-397	7.6.2.5
RXN-19151	1.14.15.24
RXN-15100	1.14.15.33
RXN-18500	1.4.1.12
RXN66-480	6.2.1.3
RXN-16292	6.3.2.47
3.1.4.2-RXN	3.1.4.2
RXN-9292	1.3.7.6
RXN-8958	5.4.99.63
RXN-8737	1.14.14.132
RXN-12714	1.3.99.4
RXN-18291	2.4.99.9
RXN-15087	2.7.1.191
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	3.2.2.9
RXN-11319	4.1.99.19
RXN-18286	2.4.99.8
3.1.1.74-RXN	3.1.1.74
2.1.1.90-RXN	2.1.1.90
RXN-15341	1.14.14.5
RXN0-4342	2.7.7.70
TROPINESTERASE-RXN	3.1.1.10
RXN-12424	3.2.1.81
RXN-9137	2.5.1.20
RXN-7966	1.1.99.29
TROPINE-DEHYDROGENASE-RXN	1.1.1.206
RXN-17011	2.3.1.51
RXN-18474	1.1.1.407
RXN-7657	1.1.1.1
RXN-801	4.1.1.102
2.3.1.72-RXN	2.3.1.72
5.3.3.14-RXN	5.3.3.14
RXN-12119	2.4.1.274
3.4.14.10-RXN	3.4.14.10
RXN-15089	3.1.1.23
RXN-18495	2.5.1.138
STRICTOSIDINE-SYNTHASE-RXN	4.3.3.2
ENTMULTI-RXN	6.3.2.14
RXN-15718	2.3.1.244
RXN-12357	3.1.4.56
RXN-13405	2.1.1.157
RXN-10976	3.6.1.52
RXN-7488	6.2.1.37
3OHSTEROXRED-RXN	1.1.1.395
RXN-20350	4.2.1.134
RXN-15406	2.4.1.331
1.14.19.1-RXN	1.14.19.1
DEMETHYLMACROCIN-O-METHYLTRANSFERASE-RXN	2.1.1.102
RXN-14708	6.5.1.5
RXN-20561	3.1.1.4
RXNQT-4175	2.3.3.17
RXN-12751	2.3.1.16
RXN-11573	2.1.1.187
RXN-21720	2.3.1.86
RXN0-4301	5.3.1.28
FLAVONOL-3-O-GLUCOSYLTRANSFERASE-RXN	2.4.1.91
3.2.1.142-RXN	3.2.1.142
R103-RXN	4.2.1.108
RXN-19770	4.1.1.12
RXN-3641	2.3.1.174
RXN-16612	3.2.1.57
RXN-18346	1.14.99.57
RXN-8101	2.1.1.247
RXN-19821	4.1.1.117
RXN-18907	3.2.1.207
RXN-14485	4.2.1.134
KIEVITONE-HYDRATASE-RXN	4.2.1.95
RXN0-7013	3.1.1.106
3.2.1.71-RXN	3.2.1.71
RXN-17549	1.14.15.23
RXN-11577	4.2.2.21
3.2.1.72-RXN	3.2.1.72
2.7.7.13-RXN	2.7.7.13
BADEL4OXRED-RXN	1.3.1.114
RXN-14777	5.3.3.8
RXN-8063	6.4.1.9
RXN-10972	2.7.4.24
RXN-11695	4.6.1.15
3.4.17.19-RXN	3.4.17.19
RXN-16652	1.1.1.388
1.20.4.2-RXN	1.20.4.2
2.4.1.134-RXN	2.4.1.134
RXN-18396	3.5.1.125
RXN18C3-14	3.2.1.21
PHOSPHASERSYN-RXN	2.7.8.8
RXN-12329	5.4.99.32
RXN-8326	1.14.19.25
RXN-18489	1.14.14.48
RXN6666-5	1.2.1.3
R423-RXN	1.14.14.108
RXN-15200	2.6.1.57
RXN-20403	2.3.1.24
RXN-13754	2.1.1.263
2.4.1.232-RXN	2.4.1.232
RXNQT-4165	1.1.1.85
RXN-18985	1.14.99.44
DMBPPRIBOSYLTRANS-RXN	2.4.2.21
RXN-10129	1.14.13.7
RXN-16630	1.1.1.100
RXN-9629	3.1.2.2
RXN-21632	4.2.1.59
RXN-14876	5.5.1.23
RXN-15169	2.7.1.204
N-ACYLMANNOSAMINE-1-DEHYDROGENASE-RXN	1.1.1.233
RXN-21654	2.3.1.179
RXN3O-178	2.1.1.41
RXN-13196	2.1.1.175
GALACTODEHYDROG-RXN	1.1.1.48
RXN-21624	1.3.1.9
RXN-12975	2.1.1.255
RXN-16610	4.2.1.110
2.1.1.109-RXN	2.1.1.109
RXN-11482	1.3.1.9
RXN-16287	3.4.14.13
RXN-8313	1.14.19.35
RXN-11597	2.1.1.184
4.1.2.30-RXN	1.14.14.32
2.4.1.117-RXN	2.4.1.117
RXN-8768	5.4.99.60
RXN-11898	1.14.13.218
RXN-11698	3.4.24.84
RXN-15518	2.4.1.9
METHANETHIOL-OXIDASE-RXN	1.8.3.4
RXN-4523	2.1.1.50
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	2.1.1.104
4-COUMARATE--COA-LIGASE-RXN	6.2.1.12
INDOLE-23-DIOXYGENASE-RXN	1.13.11.17
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	3.6.1.67
1.97.1.11-RXN	1.21.99.3
HISTPRATPHYD-RXN	3.6.1.31
5-FORMYL-THF-CYCLO-LIGASE-RXN	6.3.3.2
3.4.22.57-RXN	3.4.22.57
KDO-8PSYNTH-RXN	2.5.1.55
RXN-12895	3.5.1.110
RXN-14247	3.1.1.83
RXN-9699	2.4.1.236
TRANS-RXN0-222	7.4.2.1
RXN-4305	2.5.1.112
4.2.1.93-RXN	4.2.1.93
RXN-17495	3.1.3.62
RXN-5164	1.3.1.81
AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN	2.3.1.81
RXN-9821	2.4.1.173
RXN-8514	4.2.3.44
RXN-17327	2.3.1.283
RXN-19958	6.2.1.2
3.5.1.27-RXN	3.5.1.88
BADEL6OXRED-RXN	1.3.1.114
SUCROSE-SYNTHASE-RXN	2.4.1.13
DEOXYRIBOSE-P-ALD-RXN	4.1.2.4
RXN-13694	3.2.1.149
3.1.4.45-RXN	3.1.4.45
RXN-12380	2.1.1.215
RXN-6683	1.14.14.109
NITRATE-REDUCTASE-NADPH-RXN	1.7.1.3
RXN1G-1436	3.1.3.12
2.7.11.30-RXN	2.7.11.30
3.1.13.4-RXN	3.1.13.4
RXN66-599	1.14.14.1
PGPPHOSPHA-RXN	3.1.3.27
RXN-12887	1.17.2.2
RXN-17874	3.4.11.18
RXN18C3-60	2.1.1.6
RXN-21642	1.3.1.10
RXN-18605	1.7.2.2
PROTOCATECHUATE-34-DIOXYGENASE-RXN	1.13.11.3
RXN-16303	3.3.2.14
RXN-8891	1.2.1.76
RXN-13762	4.2.3.136
RXN-19375	2.3.1.271
RXN-16728	2.7.1.190
RXN-8836	1.13.11.76
RXN-14200	3.6.1.5
3.1.4.47-RXN	4.6.1.14
3.4.13.5-RXN	3.4.13.5
RNA-URIDYLYLTRANSFERASE-RXN	2.7.7.52
RXN-21628	1.3.1.9
RXN0-7229	1.1.99.14
RXN-9296	2.7.1.161
ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN	2.6.1.13
L-RHAMNONO-14-LACTONASE-RXN	3.1.1.65
RXN-14706	2.7.1.181
RXN-12444	1.5.1.38
3.2.1.8-RXN	3.2.1.8
RXN-8621	4.2.3.81
RXN-21756	1.1.1.178
RXN-11833	5.4.99.19
ACYL-COA-DEHYDROGENASE-NADP+-RXN	1.3.1.8
RXN-20337	1.1.1.330
RXN-16008	1.1.1.387
2-HYDROXYBIPHENYL-3-MONOOXYGENASE-RXN	1.14.13.44
RXN-7573	1.14.13.114
RXN-13253	2.3.1.203
3.1.3.76-RXN	3.1.3.76
RXN-17869	2.3.1.258
TUBULIN-N-ACETYLTRANSFERASE-RXN	2.3.1.108
2.3.1.184-RXN	2.3.1.184
RXN-14400	2.7.7.67
RXN-7683	2.7.1.182
RXN-20526	2.7.1.67
GLUTAMATE-DEHYDROGENASE-RXN	1.4.1.2
RXN-8054	4.4.1.13
RXN-18930	3.2.1.113
4.1.2.20-RXN	4.1.2.20
RXN-14837	2.4.1.310
RXN-8119	2.6.1.108
RXN-17271	2.3.1.282
RXN-18215	1.14.15.22
HYDROXYLAMINE-REDUCTASE-RXN	1.7.99.1
2.3.1.161-RXN	2.3.1.161
RXN-10821	2.3.1.192
ACYL-COA-HYDROLASE-RXN	3.1.2.20
2.4.1.148-RXN	2.4.1.148
LUMAZINESYN-RXN	2.5.1.78
RXN-12338	4.2.1.128
UDP-NACMURALA-GLU-LIG-RXN	6.3.2.9
RXN-21247	1.1.99.37
RXN-10856	5.1.99.8
RXN-17490	3.1.3.62
RXN-10042	3.5.1.97
R212-RXN	4.2.1.114
ACETATE--COA-LIGASE-RXN	6.2.1.1
3.2.2.15-RXN	3.2.2.15
CYCLOPENTANOL-DEHYDROGENASE-RXN	1.1.1.163
RXN-13975	2.4.2.51
HYDROXYPYRUVATE-REDUCTASE-RXN	1.1.1.81
ABC-70-RXN	7.3.2.3
1.13.11.47-RXN	1.13.11.47
PYRIMSYN1-RXN	4.1.99.17
RXN-14996	3.1.4.57
RXN-21231	1.10.3.2
RXN-8361	1.14.19.25
RXN-12661	1.14.13.171
RXN-21443	6.2.1.3
3.6.3.10-RXN	7.2.2.19
RXN-9344	1.2.1.84
RXN-14161	3.1.3.89
RXN-12445	1.5.1.41
FUMHYDR-RXN	4.2.1.2
MRNA-GUANYLYLTRANSFERASE-RXN	2.7.7.50
3.6.3.31-RXN	7.6.2.11
RXN-13612	4.4.1.26
1.5.1.9-RXN	1.5.1.9
RXN-11839	5.4.99.25
ALANINE-DEHYDROGENASE-RXN	1.4.1.1
RXN-15555	1.5.99.15
RXN-9839	5.1.3.37
SYM-NORSPERMIDINE-SYNTHASE-RXN	2.5.1.23
RXN-11480	1.1.1.100
RNA-3-PHOSPHATE-CYCLASE-RXN	6.5.1.4
RXN-18285	2.4.99.8
RXN-10036	3.1.3.86
RXN-16747	2.6.1.109
GAMMA-GLUTAMYLTRANSFERASE-RXN	2.3.2.2
H2SOXIREDPYRO-RXN	1.12.98.4
RXN1G01-41	1.1.2.8
BENZALDEHYDE-DEHYDROGENASE-NADP+-RXN	1.2.1.7
2.8.3.10-RXN	2.8.3.10
ACETOACETYL-COA-TRANSFER-RXN	2.8.3.9
GLYRIBONUCSYN-RXN	6.3.4.13
RXN-4703	2.3.1.115
RXN-15846	2.1.1.313
RXN-18171	1.14.14.43
3.1.2.14-RXN	3.1.2.14
RXN-7565	3.5.3.7
CYCPHOSDIESTER-RXN	3.1.4.16
